lat,lng,comment
42.08722121,-75.97058137
42.08684648,-75.9682883
42.08683253,-75.96829865
42.08698674,-75.96675778
42.08611407,-75.96544606
42.08561717,-75.96505724
42.08695099,-75.96526222
42.08780269,-75.9638034
42.08847647,-75.96290136
42.08949588,-75.96323808
42.08996836,-75.9662433
42.09097944,-75.96746755
42.09170151,-75.9696632
42.09172469,-75.97114848
42.09156165,-75.97392298
42.09078685,-75.9733075
42.08901872,-75.97355076
42.08852414,-75.97470836
42.08634466,-75.97442281
42.08495855,-75.97405583
42.08546011,-75.97629838
42.08715955,-75.97827054
42.08716654,-75.97831589
42.08715679,-75.97832253
42.08713995,-75.97830919
42.08697912,-75.97843275
42.08494241,-75.97530758
42.08487768,-75.97205011
42.08358431,-75.96913868
42.08400805,-75.97035769
42.08404354,-75.97087827
42.08590135,-75.97310358
42.08815817,-75.97369215
42.08760551,-75.9717191
42.08701718,-75.96932711
42.08684252,-75.96821608
42.08709871,-75.96546052
42.08773415,-75.96384492
42.08853096,-75.96290437
42.08976109,-75.96479029
42.09080805,-75.9671686
42.09192676,-75.96806399
42.0917807,-75.97120344
42.09191455,-75.97337063
42.09046306,-75.97275779
42.08902084,-75.97469037
42.08679968,-75.97448298
42.08465962,-75.97400844
42.08605997,-75.97689265
42.087104,-75.97823956
42.0869129,-75.9782494
42.08461573,-75.97409623
42.08426675,-75.97109916
42.08396814,-75.96944479
42.08413237,-75.97104248
42.08710364,-75.9738051
42.0881107,-75.97257525
42.08705523,-75.96940198
42.08693398,-75.96758321
42.08739056,-75.96466148
42.08909687,-75.96293484
42.08972199,-75.96534162
42.0909406,-75.96738174
42.09192073,-75.96899014
42.09172799,-75.97164056
42.09124633,-75.97388322
42.08960707,-75.97319407
42.08839793,-75.97467627
42.08614129,-75.97435046
42.08474748,-75.97524085
42.08714713,-75.9781131
42.08642712,-75.97724693
42.08502751,-75.97251815
42.08336548,-75.96947705
42.08400316,-75.97039873
42.08522854,-75.97264181
42.08846231,-75.97324519
42.08725201,-75.97074592
42.08685617,-75.96819128
42.08683655,-75.96823008
42.086825,-75.96820166
42.08679474,-75.9682107
42.08678147,-75.96821995
42.08681538,-75.96797334
42.08719573,-75.9649445
42.08844598,-75.96291556
42.08971634,-75.96487982
42.09125158,-75.96789108
42.09175995,-75.97122531
42.09175393,-75.97122913
42.09188104,-75.97277542
42.09148517,-75.97405026
42.09176033,-75.97122412
42.09152791,-75.97397725
42.09110697,-75.97374127
42.09048036,-75.97277677
42.0890621,-75.97458208
42.08657869,-75.97440775
42.08625051,-75.97436958
42.08461691,-75.97475591
42.08701107,-75.97794105
42.08707422,-75.97802154
42.08711515,-75.97819917
42.087114,-75.97822526
42.08709683,-75.97824332
42.08707765,-75.97823117
42.08706995,-75.97824209
42.08684319,-75.97795342
42.08469692,-75.97307621
42.08362312,-75.97013983
42.08398966,-75.97034325
42.08639799,-75.97342194
42.08833081,-75.97324616
42.08769778,-75.97192803
42.0872586,-75.97043037
42.08688337,-75.96818177
42.08686053,-75.96812518
42.08687827,-75.9681387
42.086914,-75.967887
42.08729195,-75.96493657
42.08782197,-75.9637458
42.08849815,-75.9629437
42.08973184,-75.96525072
42.09095609,-75.96739132
42.09184699,-75.96909437
42.09169594,-75.97124967
42.09183943,-75.97283118
42.09057488,-75.97301891
42.09014269,-75.97300263
42.08904932,-75.97447725
42.0876494,-75.97461379
42.08622327,-75.97444289
42.0845353,-75.97402439
42.0867425,-75.97755439
42.08707899,-75.97824721
42.08696217,-75.97844192
42.08458817,-75.97452031
42.084093,-75.97089534
42.08399151,-75.97011121
42.08577861,-75.97310231
42.08800647,-75.97375932
42.08832833,-75.97333297
42.08838591,-75.9732465
42.08843376,-75.97315949
42.08736733,-75.97104712
42.08688008,-75.96835354
42.08685553,-75.96817192
42.08686382,-75.96813241
42.0871491,-75.96528757
42.0887653,-75.96285994
42.08971261,-75.96549395
42.09092658,-75.96741604
42.09209751,-75.96817461
42.09169685,-75.97111588
42.09152585,-75.97393762
42.0892571,-75.97322091
42.08826652,-75.97460516
42.08626216,-75.97435233
42.08458302,-75.97397313
42.08676343,-75.97757307
42.087017,-75.97813269
42.08704683,-75.97813848
42.08705077,-75.97815837
42.08706328,-75.97815145
42.08706897,-75.97818293
42.08707246,-75.97821486
42.08708525,-75.97819407
42.08704708,-75.9781617
42.08658532,-75.97753749
42.0848067,-75.97280665
42.08338429,-75.96933989
42.08391818,-75.97048147
42.08663306,-75.97361116
42.08845257,-75.97295862
42.08710578,-75.97002188
