2187724,02597a5b9e75cf6c,1516719877229,42.08722121,-75.97058137,105.90000152588,3.2334811687469,0
2187764,02597a5b9e75cf6c,1516719918832,42.08684648,-75.9682883,95.400001525879,0.38948684930801,0
2187904,02597a5b9e75cf6c,1516719960448,42.08683253,-75.96829865,0,0.10000000149012,0
2187944,02597a5b9e75cf6c,1516720002058,42.08698674,-75.96675778,80.099998474121,6.6709070205688,0
2187984,02597a5b9e75cf6c,1516720043601,42.08611407,-75.96544606,243.39999389648,3.7838208675385,0
2188024,02597a5b9e75cf6c,1516720085211,42.08561717,-75.96505724,340.10000610352,1.0867383480072,0
2188064,02597a5b9e75cf6c,1516720126824,42.08695099,-75.96526222,341.70001220703,3.7700529098511,0
2190204,02597a5b9e75cf6c,1516720168441,42.08780269,-75.9638034,54.700000762939,8.0000562667847,0
2190244,02597a5b9e75cf6c,1516720210031,42.08847647,-75.96290136,25.89999961853,0.21587033569813,0
2192084,02597a5b9e75cf6c,1516720251588,42.08949588,-75.96323808,313.89999389648,7.6409420967102,0
2192124,02597a5b9e75cf6c,1516720293192,42.08996836,-75.9662433,331.79998779297,8.2280130386353,0
2192164,02597a5b9e75cf6c,1516720334782,42.09097944,-75.96746755,300.29998779297,3.5020563602448,0
2192304,02597a5b9e75cf6c,1516720376370,42.09170151,-75.9696632,252.30000305176,8.520845413208,0
2192344,02597a5b9e75cf6c,1516720417937,42.09172469,-75.97114848,279,0.4341658949852,0
2192384,02597a5b9e75cf6c,1516720459553,42.09156165,-75.97392298,235.30000305176,1.3413426876068,0
2192424,02597a5b9e75cf6c,1516720501112,42.09078685,-75.9733075,130.10000610352,8.2370195388794,0
2192464,02597a5b9e75cf6c,1516720542622,42.08901872,-75.97355076,267,6.4656400680542,0
2192504,02597a5b9e75cf6c,1516720584208,42.08852414,-75.97470836,176,5.5516843795776,0
2192544,02597a5b9e75cf6c,1516720625779,42.08634466,-75.97442281,177.39999389648,3.7513332366943,0
2192584,02597a5b9e75cf6c,1516720667352,42.08495855,-75.97405583,169.80000305176,7.5738034248352,0
2192624,02597a5b9e75cf6c,1516720708966,42.08546011,-75.97629838,322.79998779297,9.6839036941528,0
2192664,02597a5b9e75cf6c,1516720750504,42.08715955,-75.97827054,286.20001220703,0.22847318649292,0
2193404,02597a5b9e75cf6c,1516720792098,42.08716654,-75.97831589,0,0,0
2193444,02597a5b9e75cf6c,1516720833710,42.08715679,-75.97832253,0,0,0
2194784,02597a5b9e75cf6c,1516720875120,42.08713995,-75.97830919,0,0,0
