6036424,0249cc55455bc6ad,1516980844067,42.08721102,-75.97045366,106,6.4509377479553,0
6036464,0249cc55455bc6ad,1516980849648,42.08710745,-75.96994424,104.09999847412,7.7201614379883,0
6036604,0249cc55455bc6ad,1516980855226,42.08700973,-75.96937767,101.09999847412,8.0402240753174,0
6036644,0249cc55455bc6ad,1516980860806,42.0869537,-75.96890474,97.699996948242,7.8200573921204,0
6036790,0249cc55455bc6ad,1516980866388,42.0868963,-75.96841335,111.80000305176,5.1122012138367,0
6036870,0249cc55455bc6ad,1516980871982,42.08685073,-75.96823248,95.5,0.62585943937302,0
6036950,0249cc55455bc6ad,1516980877598,42.08685102,-75.96822295,0,0.059999998658895,0
6037073,0249cc55455bc6ad,1516980883172,42.08685344,-75.96823734,0,0,0
6037144,0249cc55455bc6ad,1516980888759,42.0868547,-75.96824234,0,0,0
6037284,0249cc55455bc6ad,1516980894356,42.08685215,-75.96824111,0,0.0099999997764826,0
6037324,0249cc55455bc6ad,1516980899953,42.08684902,-75.96823828,0,0.0099999997764826,0
6037364,0249cc55455bc6ad,1516980905562,42.08688199,-75.968004,79.699996948242,5.8000349998474,0
6037504,0249cc55455bc6ad,1516980911181,42.08687884,-75.96745862,88.599998474121,7.96022605896,0
6037544,0249cc55455bc6ad,1516980916790,42.08690553,-75.96695655,84.699996948242,8.4909944534302,0
6037684,0249cc55455bc6ad,1516980922409,42.08696276,-75.96637054,81,7.962034702301,0
6037724,0249cc55455bc6ad,1516980928036,42.08702952,-75.96591122,77.099998474121,7.6302361488342,0
6037764,0249cc55455bc6ad,1516980933628,42.08714066,-75.96538332,71.599998474121,7.5108060836792,0
6037904,0249cc55455bc6ad,1516980939207,42.0872799,-75.96489447,66.099998474121,6.6502709388733,0
6037944,0249cc55455bc6ad,1516980944808,42.08739682,-75.96458487,62.200000762939,6.1000738143921,0
6038084,0249cc55455bc6ad,1516980950403,42.08761104,-75.96412109,55.900001525879,8.1913728713989,0
6038124,0249cc55455bc6ad,1516980955981,42.08782509,-75.96373254,51.599998474121,7.3119764328003,0
6038164,0249cc55455bc6ad,1516980961541,42.08802801,-75.9634083,46.200000762939,4.6213092803955,0
6038304,0249cc55455bc6ad,1516980967134,42.08820341,-75.96316611,44.700000762939,5.4823350906372,0
6038344,0249cc55455bc6ad,1516980972742,42.08841919,-75.96294385,26.799999237061,5.101921081543,0
6038484,0249cc55455bc6ad,1516980978355,42.08866616,-75.96284249,9.8999996185303,4.0814824104309,0
6038524,0249cc55455bc6ad,1516980983962,42.0888761,-75.96284321,354.5,5.3904542922974,0
6038564,0249cc55455bc6ad,1516980989589,42.08921936,-75.96299538,332.60000610352,7.5148520469666,0
6038704,0249cc55455bc6ad,1516980995201,42.08953807,-75.96337623,305.39999389648,8.0317993164062,0
6038744,0249cc55455bc6ad,1516981000775,42.08969457,-75.96381178,284.70001220703,8.0627355575562,0
6038884,0249cc55455bc6ad,1516981006384,42.08975564,-75.96427327,276,3.800473690033,0
6038924,0249cc55455bc6ad,1516981011939,42.08975845,-75.96447608,272.20001220703,3.3003785610199,0
6038964,0249cc55455bc6ad,1516981017549,42.08975817,-75.96478777,268.70001220703,4.2102971076965,0
6039104,0249cc55455bc6ad,1516981023122,42.08974977,-75.96502813,266,4.820508480072,0
6039144,0249cc55455bc6ad,1516981028738,42.08970688,-75.96547971,260.39999389648,6.8023819923401,0
6039284,0249cc55455bc6ad,1516981034261,42.08969678,-75.96592879,286.20001220703,6.2267565727234,0
6039324,0249cc55455bc6ad,1516981039884,42.08998363,-75.96614091,337.89999389648,8.2776327133179,0
6039364,0249cc55455bc6ad,1516981045443,42.09040227,-75.96652374,315.79998779297,10.053978919983,0
6039504,0249cc55455bc6ad,1516981051051,42.09068598,-75.9669868,310.20001220703,10.476893424988,0
6039544,0249cc55455bc6ad,1516981056638,42.09106742,-75.96756237,320.89999389648,11.055541992188,0
6039684,0249cc55455bc6ad,1516981062249,42.09154283,-75.96791417,339.5,8.3453941345215,0
6039724,0249cc55455bc6ad,1516981067821,42.09188046,-75.96801944,355.5,7.5623869895935,0
6039764,0249cc55455bc6ad,1516981073438,42.09220311,-75.96828218,287.79998779297,7.9936032295227,0
6039904,0249cc55455bc6ad,1516981079038,42.09201405,-75.96871429,235.19999694824,9.2962837219238,0
6039944,0249cc55455bc6ad,1516981084615,42.09175746,-75.96930797,242.19999694824,8.6279373168945,0
6040084,0249cc55455bc6ad,1516981090197,42.09161401,-75.96978487,254.19999694824,5.8534178733826,0
