lat,lng,comment
42.08693712,-75.96725666
42.08693702,-75.96725663
42.08693689,-75.96725637
42.08693691,-75.9672561
42.08693688,-75.96725594
42.08693686,-75.96725581
42.08693712,-75.96725591
42.08693718,-75.96725599
42.08693718,-75.96725604
42.08693728,-75.96725606
42.08688464,-75.9673413
42.08685995,-75.96785662
42.08693714,-75.96838867
42.08699564,-75.96920055
42.0871155,-75.96999517
42.08723021,-75.97053037
42.08739641,-75.97109083
42.08753886,-75.97146853
42.08770708,-75.97192684
42.08799371,-75.97242632
42.0883321,-75.97283918
42.088904,-75.97300273
42.08940913,-75.97300024
42.09001005,-75.97284142
42.09035431,-75.97266501
42.09069522,-75.97300924
42.09116384,-75.97364488
42.09166728,-75.97414758
42.09239183,-75.97460774
42.09303189,-75.9748617
42.09374506,-75.97504339
42.09408584,-75.97528156
42.09433396,-75.97539291
42.09488845,-75.9753587
42.09514708,-75.97538435
42.09516009,-75.97536717
42.09516765,-75.97535271
42.09516503,-75.97534279
42.09516425,-75.97534381
42.09516403,-75.97534391
42.09516376,-75.97534374
42.09516383,-75.97534395
42.09516398,-75.97534396
42.09518231,-75.97534525
42.09537959,-75.97535386
42.0956448,-75.975201
42.09562573,-75.97434278
42.09528382,-75.97344792
42.09457598,-75.97264611
42.09460138,-75.97171559
42.09523337,-75.97139855
42.09613754,-75.97136266
42.09717978,-75.97133267
42.09816745,-75.97124674
42.09937896,-75.97104093
42.10040365,-75.97072183
42.10159384,-75.970159
42.10252095,-75.96965702
42.10360876,-75.96909213
42.10471629,-75.96845769
42.10561791,-75.96793152
42.10633343,-75.96714933
42.10664103,-75.96660113
42.10649844,-75.96610362
42.10597649,-75.96590754
42.10548606,-75.96538129
42.10488862,-75.96463627
42.10438499,-75.96407453
42.10380057,-75.96338801
42.10321753,-75.9626846
42.10265586,-75.96202551
42.10203525,-75.96120301
42.10153485,-75.96055569
42.10098632,-75.95970776
42.10033869,-75.95880184
42.0998902,-75.95808896
42.09965321,-75.95712528
42.0995171,-75.95611733
42.09940023,-75.95519048
42.09924186,-75.954173
42.09912606,-75.95326961
42.09898662,-75.95212278
42.09876108,-75.95120611
42.09839915,-75.95011859
42.09801465,-75.94913268
42.09756759,-75.94831165
42.09699708,-75.94724206
42.09650475,-75.94633268
42.09589691,-75.94518702
42.09548029,-75.94401285
42.09515559,-75.94303959
42.0947293,-75.94179306
42.09425749,-75.9406765
42.09389346,-75.93977919
42.09353927,-75.93878642
42.09334874,-75.93806903
42.09320599,-75.93763792
42.09323041,-75.9375898
42.09323527,-75.93761655
42.09322872,-75.93761429
42.09322821,-75.93761791
42.09322822,-75.93761753
42.0930156,-75.93687743
42.0928577,-75.93640413
42.09282865,-75.93625912
42.09281497,-75.93628221
42.09276761,-75.93611304
42.09261602,-75.93524044
42.09246126,-75.93453187
42.09252002,-75.93430543
42.09306153,-75.93433427
42.09370404,-75.93441602
42.0945067,-75.93453014
42.09508514,-75.93461275
42.09534638,-75.93455825
42.09539698,-75.93391277
42.09540672,-75.93308486
42.09545587,-75.93211846
42.09549918,-75.93143604
42.09550538,-75.93103127
42.0955005,-75.9310082
42.09550296,-75.93089477
42.09553507,-75.93025405
42.0955766,-75.92949634
42.09563461,-75.92840655
42.09568266,-75.92729325
42.09573072,-75.92648348
42.09573066,-75.92560829
42.09564937,-75.92451521
42.09556932,-75.92359191
42.09548914,-75.92254824
42.09542546,-75.92171761
42.09535548,-75.92120082
42.09526327,-75.92114741
42.09487956,-75.92127082
42.09443605,-75.92141241
42.09411687,-75.92152976
42.09363841,-75.92167517
42.09317521,-75.9218298
42.09286787,-75.92194241
42.09267682,-75.92183738
42.09268982,-75.92155198
42.09275808,-75.92077772
42.09280423,-75.92013417
42.0928489,-75.91969009
42.092876,-75.91965053
42.0928847,-75.91965215
42.09287826,-75.91965761
42.09287737,-75.91965835
42.09287734,-75.91965865
42.09287934,-75.91955326
42.09297485,-75.91872648
42.09309015,-75.91774064
42.0932363,-75.91650845
42.09335639,-75.91556978
42.09341415,-75.91514524
42.09341875,-75.91514393
42.09341955,-75.91514954
42.09341624,-75.91515392
42.09341677,-75.91515317
42.09341658,-75.91515329
